gene	stat
ENSG00000157796	20.711071854513907
ENSG00000135423	20.703042026164372
ENSG00000225362	20.70137816955421
ENSG00000225449	20.687574650961025
ENSG00000235978	20.687383802588926
ENSG00000278385	20.670908671257205
ENSG00000280332	20.66373727351866
ENSG00000101435	20.656571133503217
ENSG00000164125	20.611866892383315
ENSG00000185133	20.598876417031317
ENSG00000140463	20.592029134382347
ENSG00000168589	20.587953965101992
ENSG00000260009	20.56482571550718
ENSG00000173013	20.55685151394248
ENSG00000164287	20.547223004465668
ENSG00000140284	20.50937786226949
ENSG00000243064	20.43117729151582
ENSG00000187535	20.428160176127175
ENSG00000271858	20.39593964050216
ENSG00000273588	20.389912011058712
ENSG00000170743	20.327357388715825
ENSG00000139910	20.248330941693652
ENSG00000070193	20.237398028930592
ENSG00000099769	20.229612536410183
ENSG00000090534	20.19444921767464
ENSG00000278570	20.17346724029438
ENSG00000149926	20.172995137458827
ENSG00000118997	20.16425764385971
ENSG00000174483	20.163608619502284
ENSG00000126010	20.162446985093403
ENSG00000047346	20.158102493380817
ENSG00000186496	20.11425553437855
ENSG00000143878	20.106650461997216
ENSG00000113558	20.094559417691908
ENSG00000240521	20.09421241423468
ENSG00000132570	20.093010403698184
ENSG00000171791	20.08592899556099
ENSG00000186834	20.024886149627413
ENSG00000197168	20.0182643404116
ENSG00000139865	20.014752892873815
ENSG00000186910	20.006241509605918
ENSG00000140527	19.987634522513233
ENSG00000259725	19.96200742541955
ENSG00000263011	19.923045402353818
ENSG00000082175	19.900060794428136
ENSG00000214100	19.88887902304161
ENSG00000197776	19.884470403342434
ENSG00000265766	19.87901291611894
ENSG00000163072	19.86761789567622
ENSG00000260618	19.850342111855614
ENSG00000160460	19.83143809690416
ENSG00000230393	19.80049333243689
ENSG00000284214	19.79600402857836
ENSG00000244265	19.790377598660463
ENSG00000101098	19.774763204785135
ENSG00000163683	19.75265607508392
ENSG00000166317	19.74764890423725
ENSG00000259459	19.745106025548086
ENSG00000170500	19.736747966661525
ENSG00000162989	19.71420915685671
ENSG00000168993	19.712929634732234
ENSG00000143409	19.709087566830856
ENSG00000205838	19.703481329071533
ENSG00000114757	19.672182526110877
ENSG00000226080	19.62191247615854
ENSG00000251169	19.59680074457216
ENSG00000279930	19.588180301830228
ENSG00000232352	19.582687830001426
ENSG00000141668	19.581282617141714
ENSG00000112996	19.57145182760004
ENSG00000001617	19.547706017204156
ENSG00000181788	19.53121678525499
ENSG00000140025	19.510951134641907
ENSG00000157388	19.50718213986561
ENSG00000149582	19.503372025251856
ENSG00000145723	19.49816371885329
ENSG00000272281	19.497709374982957
ENSG00000171962	19.480350023227842
ENSG00000273062	19.473159479425828
ENSG00000167186	19.471209914451094
ENSG00000163704	19.440958587265843
ENSG00000134759	19.43453638559727
ENSG00000223760	19.41841418775677
ENSG00000165695	19.407200283152804
ENSG00000109452	19.392288976006785
ENSG00000138190	19.377789162409115
ENSG00000114654	19.377246692893056
ENSG00000069020	19.375819328197583
ENSG00000248464	19.373083255656677
ENSG00000159388	19.327886444339036
ENSG00000187244	19.26848263051395
ENSG00000164124	19.26284309768991
ENSG00000244153	19.249074439865115
ENSG00000262211	19.247977227644572
ENSG00000141449	19.2439062944822
ENSG00000140443	19.220810170419192
ENSG00000131759	19.214611907431166
ENSG00000163093	19.209641539595474
ENSG00000144362	19.200876787882798
ENSG00000163617	19.190279034737227
ENSG00000148671	19.155148471210076
ENSG00000167608	19.132168206293418
ENSG00000277022	19.11853002192334
ENSG00000273413	19.083734131313673
ENSG00000224505	19.057311928693473
ENSG00000186260	19.056400347479077
ENSG00000277010	19.005099532017933
ENSG00000204514	18.98150359811781
ENSG00000196090	18.979571952686303
ENSG00000112183	18.976131809517153
ENSG00000196507	18.946564087326056
ENSG00000144749	18.93933005868763
ENSG00000197748	18.939158493650055
ENSG00000256349	18.93863279699277
ENSG00000279205	18.93600280854223
ENSG00000099622	18.916348242782323
ENSG00000077327	18.905060046479132
ENSG00000054392	18.892567325705876
ENSG00000276116	18.892557949508152
ENSG00000226835	18.88723053837289
ENSG00000100604	18.885208382995312
ENSG00000197927	18.850584978141065
ENSG00000224577	18.818800945843833
ENSG00000272734	18.81665568846318
ENSG00000276223	18.81235884943468
ENSG00000249252	18.80994428492636
ENSG00000131844	18.80114166369092
ENSG00000279773	18.800127894460648
ENSG00000237442	18.780577822887164
ENSG00000088543	18.764980963096235
ENSG00000139631	18.749211243834168
ENSG00000152953	18.74060621269397
ENSG00000253955	18.735488201728064
ENSG00000164296	18.71868913846383
ENSG00000264589	18.718057480300022
ENSG00000165078	18.709370707496486
ENSG00000214530	18.684260444981092
ENSG00000187889	18.677975235189315
ENSG00000134215	18.670427751165455
ENSG00000238178	18.666505298665253
ENSG00000271367	18.609389245040322
ENSG00000196557	18.604845383968836
ENSG00000153832	18.575626825806925
ENSG00000227617	18.557125825273772
ENSG00000186409	18.55123530384654
ENSG00000261294	18.520481595925006
ENSG00000233041	18.506779170987794
ENSG00000055147	18.503571506754064
ENSG00000255774	18.502127296711773
ENSG00000174132	18.49430308903183
ENSG00000145491	18.49164140193081
ENSG00000163364	18.489277430353223
ENSG00000164919	18.488562792208576
ENSG00000109618	18.485051350044326
ENSG00000187492	18.484667046133822
ENSG00000269867	18.48120267978069
ENSG00000155957	18.474480413939695
ENSG00000081791	18.47262620866417
ENSG00000214456	18.469279093780674
ENSG00000033170	18.46181106560621
ENSG00000131044	18.445221479841464
ENSG00000115257	18.43589108925957
ENSG00000174749	18.42968705122697
ENSG00000085831	18.423467722709802
ENSG00000268744	18.396931374687526
ENSG00000259457	18.390595896794515
ENSG00000114737	18.376812638222496
ENSG00000198466	18.367986253950043
ENSG00000165943	18.34380764781475
ENSG00000164742	18.343245016298052
ENSG00000128928	18.337214595218466
ENSG00000106537	18.331367878028082
ENSG00000143473	18.32772659985238
ENSG00000057593	18.327053687708116
ENSG00000126562	18.32619565835413
ENSG00000183935	18.32517825111466
ENSG00000188938	18.30416036708434
ENSG00000235750	18.28910774138007
ENSG00000130005	18.285868087402875
ENSG00000170871	18.273398133785616
ENSG00000257337	18.253365713701896
ENSG00000159212	18.25271064636084
ENSG00000182575	18.24794198577056
ENSG00000257808	18.22153138105092
ENSG00000183283	18.221449070778636
ENSG00000269353	18.217504396199974
ENSG00000179406	18.193864703111863
ENSG00000232457	18.186820204104343
ENSG00000164219	18.175018283716522
ENSG00000172830	18.15663924754156
ENSG00000215217	18.132148098228214
ENSG00000166167	18.11497043544378
ENSG00000257108	18.108193827980486
ENSG00000135111	18.081961377613915
ENSG00000118564	18.07919683419339
ENSG00000196932	18.061947828598743
ENSG00000228133	18.057025878310032
ENSG00000114670	18.052368011230328
ENSG00000129514	18.051627673018938
ENSG00000110318	18.044435154338196
ENSG00000176532	18.041951808133668
ENSG00000155093	18.03317474561839
ENSG00000183206	18.012424773255475
ENSG00000155906	18.01206369555079
ENSG00000255367	18.005172525137215
ENSG00000277301	18.00514192408735
ENSG00000164675	17.99477007410825
ENSG00000248008	17.988626367582206
ENSG00000131831	17.961826430366386
ENSG00000159214	17.922969249981893
ENSG00000183888	17.922147392917395
ENSG00000108852	17.913450516366968
ENSG00000279333	17.912665135767316
ENSG00000165118	17.90768690396911
ENSG00000160180	17.897451708538323
ENSG00000043143	17.889962262370627
ENSG00000153944	17.889343344007294
ENSG00000106571	17.873998647658684
ENSG00000166246	17.87286903898964
ENSG00000249042	17.860847012912604
ENSG00000197892	17.835852710895736
ENSG00000136636	17.832025391984832
ENSG00000204852	17.826638690260523
ENSG00000069764	17.81975588272123
ENSG00000204071	17.816141223029703
ENSG00000111077	17.811377455451666
ENSG00000139531	17.81020009728184
ENSG00000143653	17.803640249131906
ENSG00000181751	17.799665771511876
ENSG00000134533	17.788407970838236
ENSG00000174498	17.753129890511428
ENSG00000032742	17.751662366077994
ENSG00000254815	17.748087809629393
ENSG00000197977	17.732455946000837
ENSG00000081923	17.729991704551157
ENSG00000233078	17.726319401983897
ENSG00000279685	17.710731950147853
ENSG00000260461	17.703827255016222
ENSG00000284395	17.69775621754607
ENSG00000119638	17.696240677842184
ENSG00000150873	17.687494720058094
ENSG00000161328	17.670793655922377
ENSG00000133835	17.669810349694178
ENSG00000166436	17.66917439938207
ENSG00000260219	17.667960574780842
ENSG00000170091	17.665743542219616
ENSG00000141337	17.665195251786265
ENSG00000145741	17.64095857497127
ENSG00000154654	17.6108470577356
ENSG00000100362	17.606143148562833
ENSG00000006757	17.605099075023926
ENSG00000218549	17.57546483665679
ENSG00000280327	17.574974261232803
ENSG00000121753	17.573912783213018
ENSG00000116885	17.571617568502763
ENSG00000131171	17.559501027062005
ENSG00000164309	17.555487126663685
ENSG00000169762	17.55074768625622
ENSG00000232767	17.53303008582953
ENSG00000145832	17.526450089886765
ENSG00000167549	17.507414786487104
ENSG00000120251	17.50699835320638
ENSG00000118513	17.500532249882703
ENSG00000197408	17.490337552219923
ENSG00000244219	17.482596442964528
ENSG00000198944	17.479057626536623
ENSG00000164938	17.464935394458923
ENSG00000076344	17.457661048031053
ENSG00000267385	17.44679280242214
ENSG00000110092	17.440294453659355
ENSG00000253959	17.438580079991258
ENSG00000167778	17.432371704395614
ENSG00000115556	17.43059788141613
ENSG00000115109	17.429773929065558
ENSG00000173011	17.417153393567748
ENSG00000124839	17.407617134003836
ENSG00000280187	17.40308490960836
ENSG00000156650	17.393485171017186
ENSG00000215859	17.382655092268028
ENSG00000012171	17.381338725499205
ENSG00000155367	17.371544953648268
ENSG00000258387	17.363215742901083
ENSG00000141519	17.35222441026687
ENSG00000172292	17.337937767778218
ENSG00000167194	17.324105268635094
ENSG00000132912	17.32155001332051
ENSG00000260710	17.31695861470133
ENSG00000144741	17.308762353272638
ENSG00000212766	17.298155148209393
ENSG00000231234	17.292651549711007
ENSG00000257434	17.29051390645471
ENSG00000110171	17.28931455292484
ENSG00000161642	17.289181545344903
ENSG00000144504	17.288831766926478
ENSG00000198589	17.288686229394536
ENSG00000165105	17.28066310359263
ENSG00000258660	17.27861620193259
ENSG00000272323	17.270781341569926
ENSG00000167740	17.2557960100945
ENSG00000187123	17.2513863439967
ENSG00000130517	17.25095204883592
ENSG00000261664	17.247266380451347
ENSG00000117479	17.21091255114291
ENSG00000112981	17.206981452520765
ENSG00000166006	17.197849125965696
ENSG00000254080	17.19767471086844
ENSG00000090565	17.195316328099995
ENSG00000265787	17.191550159687985
ENSG00000137501	17.182389103752897
ENSG00000103599	17.18221905995704
ENSG00000174827	17.164281312127166
ENSG00000228314	17.15976043680501
ENSG00000260136	17.151280643834912
ENSG00000186952	17.14843190332854
ENSG00000254290	17.148203830154632
ENSG00000172425	17.145972246832518
ENSG00000146242	17.14506935885925
ENSG00000229231	17.14407802420225
ENSG00000256211	17.13840606553726
ENSG00000166959	17.134873948019504
ENSG00000165821	17.124709562884583
ENSG00000076351	17.122981210013243
ENSG00000228144	17.11537698878668
ENSG00000230552	17.111713109253103
ENSG00000235436	17.10602867919281
ENSG00000151552	17.10452595723175
ENSG00000139629	17.10107951099485
ENSG00000171385	17.09288562660004
ENSG00000113595	17.090393111967426
ENSG00000134107	17.08743860826267
ENSG00000139644	17.075587728788886
ENSG00000211454	17.071822170517073
ENSG00000198342	17.065378542630718
ENSG00000214319	17.058899767250296
ENSG00000141977	17.056823430353493
ENSG00000138175	17.048610564790145
ENSG00000244558	17.04532031855689
ENSG00000185008	17.040310893828604
ENSG00000260810	17.0392727224716
ENSG00000152359	17.032599630367145
ENSG00000162482	17.0234723078999
ENSG00000244211	17.01726204079513
ENSG00000261488	17.00929538361118
ENSG00000186665	16.99934815654604
ENSG00000156096	16.985996214634376
ENSG00000039139	16.982255194994526
ENSG00000181513	16.966924665125624
ENSG00000155511	16.963984729465434
ENSG00000159348	16.94046118581056
ENSG00000123066	16.93865786391599
ENSG00000169906	16.93474363448423
ENSG00000173210	16.93313093665445
ENSG00000083838	16.92992421183815
ENSG00000196166	16.916635303175294
ENSG00000272104	16.90579434244396
ENSG00000101751	16.90566347039798
ENSG00000184613	16.89648344995936
ENSG00000218713	16.887761817715678
ENSG00000180481	16.88550205783376
ENSG00000198133	16.880354429216286
ENSG00000233968	16.877665356020504
ENSG00000173335	16.87422092465302
ENSG00000133142	16.8734361455714
ENSG00000226767	16.868821050299932
ENSG00000180777	16.86238054805541
ENSG00000276107	16.86027372649246
ENSG00000256650	16.845645645601394
ENSG00000119938	16.843911380883096
ENSG00000168434	16.840926377948417
ENSG00000123191	16.834135832501993
ENSG00000240253	16.83325237016116
ENSG00000186825	16.828471295979114
ENSG00000165923	16.792461307143515
ENSG00000169347	16.78170139114022
ENSG00000171811	16.776704778640624
ENSG00000118242	16.762207045692133
ENSG00000237233	16.76046595174503
ENSG00000257341	16.751113349493124
ENSG00000237970	16.747902233670768
ENSG00000251569	16.74611604852363
ENSG00000205913	16.745922845074706
ENSG00000263812	16.74556053197629
ENSG00000162814	16.74471084838023
ENSG00000104237	16.737738145830132
ENSG00000167371	16.734636195501057
ENSG00000166887	16.726719775527428
ENSG00000162755	16.72364594257607
ENSG00000213145	16.722931395604657
ENSG00000059758	16.709465225306573
ENSG00000145743	16.69034856911441
ENSG00000282772	16.68937449784203
ENSG00000152380	16.678048212038238
ENSG00000163694	16.665692643594664
ENSG00000276855	16.660919158356503
ENSG00000182224	16.657041652195513
ENSG00000257096	16.642750189498983
ENSG00000089177	16.64221445962528
ENSG00000106541	16.63805123260554
ENSG00000137497	16.637477657983318
ENSG00000128833	16.628040037257865
ENSG00000267077	16.621804035581395
ENSG00000254860	16.6216951161054
ENSG00000114529	16.619820377498822
ENSG00000100532	16.617141280077988
ENSG00000235949	16.616886798290004
ENSG00000269933	16.606831153621
ENSG00000249242	16.6018702758339
ENSG00000280046	16.596246395717614
ENSG00000198585	16.59263607878685
ENSG00000168038	16.59163146830049
ENSG00000284203	16.58991370242467
ENSG00000248406	16.5869930683112
ENSG00000178951	16.5736286905592
ENSG00000144228	16.56745536454424
ENSG00000214012	16.567418907436334
ENSG00000164241	16.564863850910797
ENSG00000168743	16.561795668591536
ENSG00000137494	16.56058862537173
ENSG00000224223	16.55301351340052
ENSG00000153914	16.552879111389057
ENSG00000248399	16.54967223905555
ENSG00000276058	16.547470172377032
ENSG00000167646	16.543344699812714
ENSG00000266315	16.543205652993308
ENSG00000198650	16.53982442045014
ENSG00000174343	16.536609533268162
ENSG00000163482	16.533313204444298
ENSG00000226200	16.531063448624607
ENSG00000275763	16.527661651918596
ENSG00000197291	16.525650611573003
ENSG00000185522	16.523706015316563
ENSG00000250635	16.523282046024814
ENSG00000100938	16.514838901690982
ENSG00000131507	16.51150564457488
ENSG00000165516	16.50950830381604
ENSG00000177465	16.503194871054944
ENSG00000223547	16.479670046634574
ENSG00000186481	16.47510718338837
ENSG00000272772	16.46766914180402
ENSG00000188817	16.46746636240167
ENSG00000174282	16.462798041062797
ENSG00000109814	16.46096760127007
ENSG00000065361	16.46007738100739
ENSG00000219395	16.45087938463139
ENSG00000168806	16.439186449984824
ENSG00000204385	16.431805728967806
ENSG00000117480	16.413993870577503
ENSG00000269343	16.41326698796413
ENSG00000150995	16.411354542932788
ENSG00000283162	16.40167091914351
ENSG00000134480	16.401276905061405
ENSG00000165863	16.394297466556882
ENSG00000089847	16.37914005002375
ENSG00000267282	16.36582660220744
ENSG00000260686	16.354600654334117
ENSG00000175302	16.35320202188523
ENSG00000184007	16.347565132214037
ENSG00000170324	16.33529569077412
ENSG00000186976	16.31974940036713
ENSG00000185924	16.31485260587419
ENSG00000178971	16.30640368866524
ENSG00000109424	16.301520486254823
ENSG00000236703	16.294541821613265
ENSG00000160182	16.28493760190235
ENSG00000217128	16.259204851996873
ENSG00000273650	16.256453064960464
ENSG00000158423	16.229736985477295
ENSG00000203697	16.224017189323874
ENSG00000142082	16.223927059894944
ENSG00000047578	16.217896627982583
ENSG00000175348	16.21655493385449
ENSG00000084628	16.211808519726638
ENSG00000074621	16.20818610718311
ENSG00000250740	16.207470968059493
ENSG00000259171	16.19563028700284
ENSG00000258818	16.18831252664137
ENSG00000010310	16.178683759802702
ENSG00000223349	16.169527056192106
ENSG00000134020	16.164054336874866
ENSG00000283526	16.15149219503462
ENSG00000282944	16.14666057797284
ENSG00000175352	16.14283499336612
ENSG00000282728	16.123987198520254
ENSG00000154479	16.12030719277167
ENSG00000102001	16.118067829610897
ENSG00000272933	16.11044090652896
ENSG00000107014	16.110242661136216
ENSG00000163818	16.10987808527049
ENSG00000007516	16.108096527791712
ENSG00000226926	16.10610796771312
ENSG00000254335	16.10346157486761
ENSG00000270804	16.103047648454215
ENSG00000175267	16.097901353247185
ENSG00000261257	16.093381560038186
ENSG00000213538	16.091531270404403
ENSG00000166446	16.0915068518504
ENSG00000259607	16.0860910953003
ENSG00000096093	16.083506758010518
ENSG00000156042	16.071514197840994
ENSG00000050628	16.068895052625813
ENSG00000114735	16.058100596929425
ENSG00000267795	16.055737575470765
ENSG00000129167	16.045106786201856
ENSG00000267577	16.042178076603484
ENSG00000196132	16.038670008367127
ENSG00000260989	16.036934372543868
ENSG00000167106	16.036628897110106
ENSG00000153347	16.033340021081916
ENSG00000130997	16.01095370170866
ENSG00000243701	16.010742161666762
ENSG00000130202	16.010346223957658
ENSG00000006071	16.009754322969204
ENSG00000138449	16.006899281514002
ENSG00000104133	16.000442535630874
ENSG00000168280	15.993906037747182
ENSG00000256357	15.991944267434238
ENSG00000167925	15.99050334758501
ENSG00000214252	15.985687808620522
ENSG00000188554	15.971163595868166
ENSG00000280172	15.96049514021312
ENSG00000145781	15.958034252794803
ENSG00000152942	15.951178285767606
ENSG00000101441	15.941994077251662
ENSG00000159307	15.933673277513632
ENSG00000205464	15.927348297411326
ENSG00000140287	15.926657240889927
ENSG00000248905	15.92657488658426
ENSG00000125967	15.926274022394663
ENSG00000126581	15.921457170391783
ENSG00000166225	15.917117259087165
ENSG00000259641	15.914655534278996
ENSG00000196917	15.903082281156575
ENSG00000133808	15.89240063625998
ENSG00000223813	15.881741604941398
ENSG00000181031	15.873309124140588
ENSG00000164053	15.86374143168692
ENSG00000260284	15.861579076890814
ENSG00000237574	15.856692307881698
ENSG00000163751	15.843701329367114
ENSG00000111725	15.841734472215371
ENSG00000165731	15.827204475566088
ENSG00000122741	15.824398018702736
ENSG00000141753	15.82405500313809
ENSG00000179627	15.807321015437125
ENSG00000135093	15.803517834585012
ENSG00000150628	15.80060045902676
ENSG00000223442	15.789857813950968
ENSG00000162975	15.78911594623424
ENSG00000135821	15.765616976528955
ENSG00000185630	15.76407359258966
ENSG00000280119	15.76398956405492
ENSG00000259577	15.750531849466485
ENSG00000012660	15.740704705203061
ENSG00000188523	15.733700733050897
ENSG00000174586	15.733660343498954
ENSG00000202522	15.731790708046399
ENSG00000164403	15.727570168518222
ENSG00000169047	15.71206268540182
ENSG00000240787	15.706586986220374
ENSG00000270177	15.706290283491848
ENSG00000113719	15.699481959029274
ENSG00000166780	15.692012253235493
ENSG00000270344	15.687406887335081
ENSG00000183580	15.678818510014494
ENSG00000111057	15.67226110249651
ENSG00000163536	15.670315679113488
ENSG00000144840	15.667674833948375
ENSG00000181444	15.666942273880158
ENSG00000136936	15.663013682904214
ENSG00000280039	15.65666225614963
ENSG00000139160	15.654434599008932
ENSG00000148218	15.645815641683242
ENSG00000250608	15.64327599668737
ENSG00000179523	15.642702043266528
ENSG00000153086	15.641881607124992
ENSG00000071967	15.641514047968826
ENSG00000150051	15.632973861707768
ENSG00000253333	15.626505446002795
ENSG00000187097	15.615532074309927
ENSG00000132254	15.614039453335785
ENSG00000268049	15.611887684541605
ENSG00000064787	15.611817164840058
ENSG00000225302	15.601173340073043
ENSG00000108733	15.59851273479085
ENSG00000114861	15.578244753825707
ENSG00000249230	15.577901745908905
ENSG00000260886	15.570000029319674
ENSG00000274173	15.56742939775351
ENSG00000170935	15.567169064006654
ENSG00000255606	15.5542656475019
ENSG00000067798	15.551157559916085
ENSG00000166928	15.549810577321074
ENSG00000107864	15.534054452429755
ENSG00000138764	15.524355698368707
ENSG00000245750	15.52351524865005
ENSG00000156398	15.522091184063845
ENSG00000104763	15.513086159952858
ENSG00000157578	15.512615441050412
ENSG00000102003	15.509484910299426
ENSG00000266527	15.50331066742539
ENSG00000258034	15.500857377754139
ENSG00000235275	15.499961249954849
ENSG00000170011	15.497790198656114
ENSG00000275484	15.489811006722565
ENSG00000253768	15.489243838904732
ENSG00000118702	15.481614330726824
ENSG00000278918	15.479095755561
ENSG00000168781	15.47502173282704
ENSG00000162746	15.457678964331606
ENSG00000224842	15.452678182453814
ENSG00000249231	15.452580947601183
ENSG00000148341	15.447136560864234
ENSG00000260912	15.446794858309303
ENSG00000164237	15.437649439643792
ENSG00000161664	15.430026560133438
ENSG00000283267	15.429508346098132
ENSG00000108417	15.42384141531962
ENSG00000234233	15.422467751286332
ENSG00000135549	15.421841081515362
ENSG00000041353	15.415056405218104
ENSG00000278683	15.4134763940388
ENSG00000233594	15.411238526619968
ENSG00000129295	15.408518001765287
ENSG00000256678	15.405199711000284
ENSG00000149716	15.403471310408115
ENSG00000121671	15.393078449895416
ENSG00000260855	15.39167835847696
ENSG00000227018	15.386528797558324
ENSG00000235558	15.38411689148867
ENSG00000174233	15.380753354460555
ENSG00000266202	15.37668859098925
ENSG00000104365	15.375460399094395
ENSG00000073910	15.370108523818425
ENSG00000140043	15.363536396121228
ENSG00000168944	15.34780062977256
ENSG00000063015	15.34548179243119
ENSG00000263597	15.343186481818393
ENSG00000152642	15.327550430115137
ENSG00000124496	15.324435655596389
ENSG00000250643	15.32320914318207
ENSG00000155868	15.3228312918747
ENSG00000266994	15.313070153006535
ENSG00000170419	15.308014103119143
ENSG00000143318	15.29849590546457
ENSG00000124493	15.295567452136183
ENSG00000135638	15.292464584633155
