ensembl,baseMean,log2FoldChange,lfcSE,pvalue,padj,padj_bonf,is_sig,SYMBOL,gene
ENSG00000074410,2657752.563228129,4.331266265861559,0.08781861200586522,2.589807469577486e-162,2.720161112212886e-159,5.71233833564706e-158,TRUE,CA12,CA12
ENSG00000146476,724605.431764663,2.479963656606789,0.0854544885432151,1.2906675643902323e-161,1.2940115667161525e-158,2.8468254467755354e-157,TRUE,ARMT1,ARMT1
ENSG00000230115,29088.60461013309,4.579727768409878,0.16716527880212506,5.434591483944624e-161,5.211773233102895e-158,1.1987078436136658e-156,TRUE,TPRG1-AS2,TPRG1-AS2
ENSG00000144891,180376.89325193677,4.660366191806865,0.16649300915180734,2.02321748239705e-159,1.859421167051322e-156,4.462610800923173e-155,TRUE,AGTR1,AGTR1
ENSG00000184697,14292.468478555804,-5.431188904789205,0.20309242247573867,7.1359806345914864e-158,6.295932994287376e-155,1.5739832485718442e-153,TRUE,CLDN6,CLDN6
ENSG00000206113,9102.41552203124,2.747802049743541,0.103433747586553,6.19453259831284e-157,5.245383296096189e-154,1.3663280552098632e-152,TRUE,CFAP99,CFAP99
ENSG00000146013,10717.46198011537,-4.2914149123323755,0.1610597572257045,6.420879947164034e-157,5.245383296096189e-154,1.416253489945971e-152,TRUE,GFRA3,GFRA3
ENSG00000136231,12868.320657374275,-3.229362361560442,0.12116927890372316,7.849485853906579e-157,6.183432481414908e-154,1.7313610947961742e-152,TRUE,IGF2BP3,IGF2BP3
ENSG00000178935,373640.37470180244,2.1008957010111264,0.07421840043272564,2.870768007337196e-156,2.1834665495805702e-153,6.332052993783653e-152,TRUE,ZNF552,ZNF552
ENSG00000203688,11789.363625768583,-4.87636557764501,0.18412678638142818,5.469464205366315e-155,4.021332399258828e-152,1.2063997197776482e-150,TRUE,LINC02487,LINC02487
ENSG00000157303,344129.580211264,3.0900636567351785,0.10824912703604452,1.8889809317434367e-154,1.3440404003698381e-151,4.1665252411464983e-150,TRUE,SUSD3,SUSD3
ENSG00000148468,150076.0607217161,-2.0985333675152984,0.08248598247194448,9.445646452344323e-154,6.51070699372996e-151,2.083426237993587e-149,TRUE,FAM171A1,FAM171A1
ENSG00000197308,105014.25263783864,3.512461548842682,0.13378425580133613,1.5273934453733716e-153,1.0209005219575897e-150,3.368971722460046e-149,TRUE,GATA3-AS1,GATA3-AS1
ENSG00000065978,1248738.8719757688,-1.2601663669100618,0.04782948199055386,1.8372276054118578e-153,1.191874390957922e-150,4.052372929256935e-149,TRUE,YBX1,YBX1
ENSG00000134802,386176.78601580823,-1.698432900495395,0.06502049337324714,5.1063010879490856e-151,3.217990945625514e-148,1.1262968309689298e-146,TRUE,SLC43A3,SLC43A3
ENSG00000029725,1063600.6028135598,1.5647070709451372,0.05241868682968697,5.982971639467592e-150,3.6657334847704634e-147,1.3196640545173668e-145,TRUE,RABEP1,RABEP1
ENSG00000188001,376288.66117713135,3.7543461563999676,0.13962210768636235,9.139811149038826e-150,5.448562554441876e-147,2.015968145143494e-145,TRUE,TPRG1,TPRG1
ENSG00000140511,164746.7642841501,-2.373248697213548,0.09136043215213535,1.9099543455829714e-149,1.1086279736979893e-146,4.21278630005236e-145,TRUE,HAPLN3,HAPLN3
ENSG00000150667,111273.76303127743,3.3809849962273097,0.13099358904389266,1.7632808533663297e-148,9.97248353402593e-146,3.889268578270113e-144,TRUE,FSIP1,FSIP1
ENSG00000101425,12663.90569257918,-4.010919059927839,0.15507377314759005,5.732455894999432e-148,3.1610194919000614e-145,1.2644077967600247e-143,TRUE,BPI,BPI
ENSG00000163879,250578.15267989898,2.6167766632584666,0.0965160555869043,7.053764941053803e-148,3.794753495239603e-145,1.5558489330482373e-143,TRUE,DNALI1,DNALI1
ENSG00000173467,658994.3575284427,3.9386108565158673,0.1530377999626026,9.271067419220705e-148,4.8688555729940726e-145,2.0449193406575108e-143,TRUE,AGR3,AGR3
ENSG00000196177,629427.5044015648,2.1823951071675163,0.07850738192912075,4.842057091828498e-147,2.48375007615026e-144,1.0680125327446118e-142,TRUE,ACADSB,ACADSB
ENSG00000255974,369401.34800609684,6.831458658730058,0.2678656233965985,1.29866507183632e-145,6.510148974884935e-143,2.864465548949371e-141,TRUE,CYP2A6,CYP2A6
ENSG00000054598,165993.57463800692,-2.6872598086151718,0.10838289474120749,4.396442671675138e-145,2.1549408002030782e-142,9.697233600913852e-141,TRUE,FOXC1,FOXC1
ENSG00000089101,10719.054374971653,2.513888488912219,0.0983733181643201,2.3715740364722713e-144,1.1371697504884541e-141,5.230980852246889e-140,TRUE,CFAP61,CFAP61
ENSG00000276644,208152.4042678537,3.0365508642725674,0.1148512554699017,4.696927264354261e-144,2.20425797169919e-141,1.0360012466986193e-139,TRUE,DACH1,DACH1
ENSG00000213064,629134.245554207,-1.3739652193364864,0.05389247648316439,6.803674920202943e-144,3.1264303690607565e-141,1.5006865771491631e-139,TRUE,SFT2D2,SFT2D2
ENSG00000196405,1669562.790512035,2.263130044346832,0.06920420936828678,2.00857458655564e-143,9.041455031766889e-141,4.430312965565775e-139,TRUE,EVL,EVL
ENSG00000259394,7317.073133079179,-1.3113069479778912,0.05154451702479169,2.8631795321835445e-143,1.2630630188274487e-140,6.315315094137244e-139,TRUE,LOC100287243,LOC100287243
ENSG00000172771,20340.914120449735,2.4767952355464744,0.09440485419067188,3.2501430527382766e-143,1.4056550061617288e-140,7.168840531424817e-139,TRUE,EFCAB12,EFCAB12
ENSG00000167614,88241.63525297734,-3.9524350058718314,0.15565799768042887,8.586767326168469e-143,3.6422755175634214e-140,1.893983269132979e-138,TRUE,TTYH1,TTYH1
ENSG00000092758,103658.85915940988,-3.5625248103935547,0.1407994420042003,7.491871292130923e-142,3.117890662085505e-139,1.6524820509053177e-137,TRUE,COL9A3,COL9A3
ENSG00000006652,200393.0883432584,-1.3388031379962693,0.053144263664998755,1.522464800455526e-140,6.218704834008804e-138,3.3581006103647537e-136,TRUE,IFRD1,IFRD1
ENSG00000156966,55443.56046664258,-2.300340848641238,0.09192523329099202,1.8091024837738508e-139,7.255158815381787e-137,3.990337348459983e-135,TRUE,B3GNT7,B3GNT7
ENSG00000232400,7368.605635303708,2.047809594861286,0.08153763244395695,2.1251756694305235e-139,8.370535667969474e-137,4.6874999740629057e-135,TRUE,RAD17P1,RAD17P1
ENSG00000203760,65119.49333063943,-2.021283417051109,0.08089283950363921,3.691413557989828e-139,1.4284475236593269e-136,8.142150884858163e-135,TRUE,CENPW,CENPW
ENSG00000134324,217765.52562402858,-1.5082455331653568,0.06181981841121524,7.697722443353776e-139,2.9273907574664523e-136,1.6978866393305424e-134,TRUE,LPIN1,LPIN1
ENSG00000073792,38780.34821833008,-2.884889791657289,0.11591004164310088,1.7583085627761959e-137,6.573391859178738e-135,3.878301196915455e-133,TRUE,IGF2BP2,IGF2BP2
ENSG00000127663,866139.345533673,1.5792767854973593,0.05599717769811867,4.762527364937451e-137,1.7507844348070892e-134,1.0504706608842536e-132,TRUE,KDM4B,KDM4B
ENSG00000134352,3462335.764669977,3.5401875493141755,0.06886427882535072,1.5207492281534912e-136,5.49887962711173e-134,3.3543165725381554e-132,TRUE,IL6ST,IL6ST
ENSG00000100219,11287989.301120386,1.8475583658853103,0.07459692496891887,1.795822124280065e-136,6.388782031491192e-134,3.9610448595245393e-132,TRUE,XBP1,XBP1
ENSG00000075275,1391342.6124483533,2.043008917419091,0.07001741525362908,5.7601789507082915e-136,2.0167026526313137e-133,1.2705226711577279e-131,TRUE,CELSR1,CELSR1
ENSG00000196208,650069.4415841491,2.7792412839127296,0.1039457855899003,6.883335471279254e-134,2.3722770389063514e-131,1.518257304900065e-129,TRUE,GREB1,GREB1
ENSG00000170959,23208.884357156465,3.052416817495945,0.12486465352925429,1.7163956089838946e-133,5.824390453439657e-131,3.7858537947357764e-129,TRUE,DCDC1,DCDC1
ENSG00000154645,13426.406644308774,-3.357270140404825,0.13712405519031176,4.218213659393116e-133,1.4097142225035447e-130,9.304113868523397e-129,TRUE,CHODL,CHODL
ENSG00000148459,36972.263568371964,-1.2117519008520352,0.049489397216638205,5.006465303157282e-133,1.6481732118170174e-130,1.1042760519174017e-128,TRUE,PDSS1,PDSS1
ENSG00000005302,172119.3571176231,-0.8130226187143318,0.03321442691997955,1.36997488455069e-132,4.443755298313907e-130,3.021753602853457e-128,FALSE,MSL3,MSL3
ENSG00000116176,22307.670415041095,3.8557326275325714,0.15847560517826406,1.8470337221136218e-132,5.904351131689878e-130,4.0740022808660155e-128,TRUE,TPSG1,TPSG1
ENSG00000169085,28785.051233384474,-2.8655624937675808,0.11738714292890148,2.8116156988242814e-132,8.85940106699531e-130,6.201580746896718e-128,TRUE,VXN,VXN
ENSG00000073464,36338.869030269096,-2.171374455835155,0.08930227284416126,1.4449631044294705e-131,4.488950872450821e-129,3.187155119440083e-127,TRUE,CLCN4,CLCN4
ENSG00000075886,44462.68496583143,3.8985833345982206,0.16135364624134507,1.0961312735093275e-130,3.3579677083048943e-128,2.417736749979524e-126,TRUE,TUBA3D,TUBA3D
ENSG00000108176,273613.6365458894,2.918577058495966,0.11191105873724916,2.9635343677745646e-130,8.833334804054536e-128,6.536667755000357e-126,TRUE,DNAJC12,DNAJC12
ENSG00000111328,944693.938654424,-1.2692557323838314,0.05236696398923781,2.9255774640344596e-130,8.833334804054536e-128,6.452946212420807e-126,TRUE,CDK2AP1,CDK2AP1
ENSG00000244383,7815.841313464458,-3.7337531644391677,0.15413720226538605,3.0322611777595505e-130,8.917677973045653e-128,6.68825847978424e-126,TRUE,FAM3D-AS1,FAM3D-AS1
ENSG00000248360,82907.94541860778,2.9193971667756538,0.12103833752108363,5.304355266404067e-130,1.539449527777296e-127,1.1699816411107451e-125,TRUE,LINC00504,LINC00504
ENSG00000184599,6561.762218127323,-3.4101993710601106,0.1414112565443329,3.976876510029445e-129,1.1391943530093437e-126,8.771796518171947e-125,TRUE,TAFA3,TAFA3
ENSG00000224559,51917.49087894025,4.534269182289919,0.18673344441913176,6.079318380287555e-129,1.7191221219743923e-126,1.3409152551400259e-124,TRUE,LINC01087,LINC01087
ENSG00000251141,145904.25423919302,4.021280483549006,0.16354234970745524,1.0391046494968373e-128,2.9012064878419923e-126,2.291953125395174e-124,TRUE,MRPS30-DT,MRPS30-DT
ENSG00000184675,68013.93143106064,-1.3117898678320732,0.05452077008168543,1.4087383091546222e-128,3.8840676106279375e-126,3.10725408850235e-124,TRUE,AMER1,AMER1
ENSG00000227036,37919.33544195412,-2.5261025320698853,0.10583805542314197,2.624579464135685e-128,7.146956696350716e-126,5.78903492404408e-124,TRUE,LINC00511,LINC00511
ENSG00000186868,771973.4960023435,2.8539531578460338,0.10658404178115345,2.5980247647900857e-127,6.988369784996942e-125,5.730463223697492e-123,TRUE,MAPT,MAPT
ENSG00000144681,19293.399767883977,-2.7635329438304854,0.11594570877061447,2.6292718719669388e-126,6.987210804816238e-124,5.799384967997477e-122,TRUE,STAC,STAC
ENSG00000154127,48893.61715070932,-1.8445005372151835,0.07799204926723144,4.128009315227426e-126,1.0839464460234683e-123,9.105150146597134e-122,TRUE,UBASH3B,UBASH3B
ENSG00000152049,457209.51812533906,3.1290363241653476,0.12547436580959911,6.616592571835308e-126,1.716966851258487e-123,1.459421823569714e-121,TRUE,KCNE4,KCNE4
ENSG00000174607,43761.15330829177,-3.524429982421878,0.1483811707340339,1.8776479193426967e-125,4.815730250807193e-123,4.1415280156941866e-121,TRUE,UGT8,UGT8
ENSG00000170367,79915.9772839026,7.17594920226764,0.30515653529521486,1.4934645902722312e-124,3.7863618928315634e-122,3.29413484676346e-120,TRUE,CST5,CST5
ENSG00000151892,2182159.026106931,4.95859961951363,0.12044515246719334,3.210654021736336e-124,8.047431336072541e-122,7.081739575743836e-120,TRUE,GFRA1,GFRA1
ENSG00000178467,286519.19702762726,1.5387362463409577,0.05562859617725743,1.0616694247902395e-123,2.6311508429885746e-121,2.3417242502598315e-119,TRUE,P4HTM,P4HTM
ENSG00000197375,202224.95681576213,1.3693209184395096,0.052234489205833935,1.2844395563210295e-122,3.147875921530327e-120,2.833088329377295e-118,TRUE,SLC22A5,SLC22A5
ENSG00000140545,1077160.9722632146,-2.0410839568913164,0.0869291411866596,1.434038648109306e-122,3.475889061686479e-120,3.163059046134696e-118,TRUE,MFGE8,MFGE8
ENSG00000152455,74701.45138497707,-1.1874143832454205,0.05093772979291937,7.790982619595751e-122,1.8678880830480813e-119,1.7184570364042347e-117,TRUE,SUV39H2,SUV39H2
ENSG00000251349,27974.45430786454,-1.3744686177628689,0.058828542853956035,1.8331881681123538e-121,4.347809830543461e-119,4.043463142405419e-117,TRUE,MSANTD3-TMEFF1,MSANTD3-TMEFF1
ENSG00000117115,565880.6984334431,-2.5798758159697317,0.11052221731912737,3.4391085095048066e-121,8.06983153129229e-119,7.585641639414753e-117,TRUE,PADI2,PADI2
ENSG00000143178,23316.96399523474,-1.4857503967125945,0.06369203725380768,3.534252648491002e-121,8.205790596606951e-119,7.795501066776604e-117,TRUE,TBX19,TBX19
ENSG00000171604,655164.0942892248,1.5135518897557514,0.05928595267238722,3.744202518715798e-121,8.602695307845245e-119,8.258587495531436e-117,TRUE,CXXC5,CXXC5
ENSG00000102243,67511.61884929564,-5.112525110432877,0.2190701701229704,7.64366077041134e-121,1.7381054186903394e-118,1.6859622561296293e-116,TRUE,VGLL1,VGLL1
ENSG00000118307,17356.17125290494,2.014930658553875,0.08671103513052178,1.3464054576092578e-120,3.0303739978048367e-118,2.96976651784874e-116,TRUE,DNAI7,DNAI7
ENSG00000160345,54760.0050591553,1.730538821306756,0.07449191444634547,2.1653720364766457e-120,4.824405152380341e-118,4.7761611008565373e-116,TRUE,PIERCE1,PIERCE1
ENSG00000007402,130767.91933494275,2.3269449929883956,0.09572154276631174,3.0053736205991414e-119,6.628952594955525e-117,6.628952594955526e-115,TRUE,CACNA2D2,CACNA2D2
ENSG00000124171,300958.89806415164,2.3252405622917487,0.09458475591755496,3.302499797145218e-119,7.212201784716047e-117,7.284323802563208e-115,TRUE,PARD6B,PARD6B
ENSG00000204531,4627.774341029443,-2.120110599015873,0.09193703466256405,8.570219464671065e-119,1.853267948355389e-116,1.890333307322497e-114,TRUE,POU5F1,POU5F1
ENSG00000084444,640273.9566833995,2.5040447761196405,0.09968229850605294,2.1075746460566854e-118,4.469882112314645e-116,4.6486773968072306e-114,TRUE,FAM234B,FAM234B
ENSG00000124134,7269.911077474848,-3.586298860456537,0.1554362663006882,2.1046770430537245e-118,4.469882112314645e-116,4.6422861538636e-114,TRUE,KCNS1,KCNS1
ENSG00000134755,555523.1765044515,-2.1247877186385193,0.09229106241449714,5.950261872936591e-118,1.2499516774415466e-115,1.312449261313624e-113,TRUE,DSC2,DSC2
ENSG00000100302,116832.9930010971,-2.1232216029130964,0.09346775801156376,7.677273533810712e-118,1.5975247390119138e-115,1.6933762233526287e-113,TRUE,RASD2,RASD2
ENSG00000111845,123671.74423507873,-0.9728308068401368,0.04321014984939543,1.4293572237158025e-117,2.9464796526635004e-115,3.1527332283499456e-113,FALSE,PAK1IP1,PAK1IP1
ENSG00000115648,1971354.516996254,3.3828034010526093,0.08676200903332806,1.6770636685373606e-117,3.4250919756415337e-115,3.699099333692856e-113,TRUE,MLPH,MLPH
ENSG00000176407,390654.8138744984,-0.5713295769423383,0.02846573664698724,2.2132643136478467e-117,4.478712932672528e-115,4.881797096613055e-113,FALSE,KCMF1,KCMF1
ENSG00000100139,235629.81637980248,-1.2447259889924327,0.05422212184340429,4.301661272355035e-117,8.625612971303183e-115,9.488174268433501e-113,TRUE,MICALL1,MICALL1
ENSG00000151465,426550.1025743589,-0.9256378292122797,0.04030827925042532,5.035072371087172e-117,1.0005278494510789e-114,1.1105859128906977e-112,FALSE,CDC123,CDC123
ENSG00000198643,24225.386526084167,-3.785667514981452,0.16531690642279015,6.377392797710977e-117,1.2559477940992056e-114,1.4066615293911103e-112,TRUE,FAM3D,FAM3D
ENSG00000141294,35239.79860554906,2.006299554130151,0.08723165250160987,6.535330015266208e-117,1.275661718112626e-114,1.4414977414672676e-112,TRUE,LRRC46,LRRC46
ENSG00000134453,459477.8916265798,-0.787715319017068,0.03434341616281675,1.1182925852587364e-116,2.1636999607940306e-114,2.466617955305195e-112,FALSE,RBM17,RBM17
ENSG00000103005,245640.4275236958,-0.7693000082607409,0.03989928398396371,1.6034929049324438e-116,3.0754993916604276e-114,3.5368243004094914e-112,FALSE,USB1,USB1
ENSG00000114547,40693.38749670749,-3.975089578861984,0.17398960145945,2.5486647915087895e-116,4.8461982160611524e-114,5.621589930630937e-112,TRUE,ROPN1B,ROPN1B
ENSG00000187045,52268.83598210371,3.4018242928517815,0.14620542808615125,5.69279262338071e-116,1.0732130503752848e-113,1.2556592689390832e-111,TRUE,TMPRSS6,TMPRSS6
ENSG00000164331,92529.14293755712,0.9157847606117655,0.0401676012041737,1.709313118338287e-115,3.1951118178972543e-113,3.770231945118759e-111,FALSE,ANKRA2,ANKRA2
ENSG00000166682,5170.246742700287,-2.7101480156822264,0.11912283406091909,2.8569631675558295e-115,5.295465259393187e-113,6.301603658677893e-111,TRUE,TMPRSS5,TMPRSS5
ENSG00000130045,20675.982948634733,2.877788120616946,0.12555133614172156,5.716077603883486e-115,1.0506626975738172e-112,1.2607952370885805e-110,TRUE,NXNL2,NXNL2
ENSG00000145604,127558.64812411084,-1.2822859996777942,0.05886709031024157,6.216422040161842e-115,1.1331869499161137e-112,1.3711562093984977e-110,TRUE,SKP2,SKP2
ENSG00000152076,76073.36003324461,2.6411690466201154,0.11254879377709895,8.888239388157068e-115,1.6069499687260693e-112,1.9604789618458045e-110,TRUE,CCDC74B,CCDC74B
ENSG00000154153,261774.52262793249,2.13548030149657,0.0863235638678358,1.0157851532323095e-114,1.8215587906378088e-112,2.240517312484505e-110,TRUE,RETREG1,RETREG1
ENSG00000165533,172654.76856624783,0.988667414258312,0.04367617901059456,6.074855624033764e-114,1.0739648658004797e-111,1.3399309049931272e-109,FALSE,TTC8,TTC8
ENSG00000102362,194050.37897041522,1.690036518288912,0.06577408812813894,6.0863040406700806e-114,1.0739648658004797e-111,1.3424560822505998e-109,TRUE,SYTL4,SYTL4
ENSG00000165140,494204.13518264773,1.902279641323075,0.07574679314208684,6.2508235642624655e-114,1.0942413917217238e-111,1.378744153569372e-109,TRUE,FBP1,FBP1
ENSG00000163040,284299.26757601916,2.729578554093793,0.11184175324319061,8.209775999399356e-114,1.4258506237696976e-111,1.810830292187516e-109,TRUE,CCDC74A,CCDC74A
ENSG00000166106,409677.5883291234,2.726730030135109,0.11399124453025936,8.657009854037359e-114,1.491778643363297e-111,1.9094766635050202e-109,TRUE,ADAMTS15,ADAMTS15
ENSG00000117013,18467.0497552512,-2.495753376197435,0.11046858828805649,9.947240789020066e-114,1.7008239541350048e-111,2.194062900834156e-109,TRUE,KCNQ4,KCNQ4
ENSG00000198729,58741.974018793066,-3.4639997225275065,0.1532623568333706,1.0050957075049902e-113,1.7053381554182748e-111,2.216939602043757e-109,TRUE,PPP1R14C,PPP1R14C
ENSG00000163697,698482.1301275461,1.3893525476280848,0.05473981479875125,1.2800100005596787e-113,2.1552046246064756e-111,2.8233180582344835e-109,TRUE,APBB2,APBB2
ENSG00000158258,1220194.3297595829,4.6014183929618415,0.10987749475553378,2.69501574368916e-113,4.5033304741327116e-111,5.94439622585518e-109,TRUE,CLSTN2,CLSTN2
ENSG00000119661,138704.70482592186,1.1079586764706013,0.04362426212684458,3.297395504776259e-113,5.46847012397368e-111,7.273065264884994e-109,TRUE,DNAL1,DNAL1
ENSG00000144218,786279.0532788788,2.7179986113886114,0.12103489549343618,4.44117876206142e-113,7.310379101103637e-111,9.795907995478873e-109,TRUE,AFF3,AFF3
ENSG00000136943,54795.63685404572,-2.250509009172519,0.09996705072092332,6.66200079990396e-113,1.0884722343961602e-110,1.4694375164348164e-108,TRUE,CTSV,CTSV
ENSG00000241697,21940.931526464592,-1.5300943080355447,0.06829870517142683,1.145965246707393e-112,1.8585702534283066e-110,2.5276555446624967e-108,TRUE,TMEFF1,TMEFF1
ENSG00000071051,299067.30353549693,-0.9892159602285097,0.04407890805749792,6.711573719665633e-112,1.080563368866167e-109,1.4803718153466486e-107,FALSE,NCK2,NCK2
ENSG00000166275,180533.52358141786,0.9294670768587318,0.04143750622256333,7.063596429974659e-112,1.1289981627242831e-109,1.5580174645595108e-107,FALSE,BORCS7,BORCS7
ENSG00000143412,228660.50593140835,2.196819442667416,0.08832632575509054,1.4116696610369665e-111,2.2400861664383003e-109,3.113719771349237e-107,TRUE,ANXA9,ANXA9
ENSG00000148154,943727.7162416071,1.855508802104245,0.07489608462776728,2.430143933005386e-111,3.8286917664499856e-109,5.36016847302998e-107,TRUE,UGCG,UGCG
ENSG00000138801,641167.2251253411,-1.0130011401467132,0.045341973343975314,6.228049646216096e-111,9.742701492665847e-109,1.3737209104658843e-106,TRUE,PAPSS1,PAPSS1
ENSG00000092068,869122.1424097194,1.911818666481244,0.0783831069187567,1.4273812711324124e-110,2.217165401223072e-108,3.148374869736762e-106,TRUE,SLC7A8,SLC7A8
ENSG00000135069,97595.33943306422,-2.9769909455274983,0.133705769016691,1.757665375735671e-110,2.7111066568252936e-108,3.8768825192601696e-106,TRUE,PSAT1,PSAT1
ENSG00000148484,549035.4127103859,-1.0815550969283336,0.04856337247080485,2.7840965895400756e-110,4.264501283019823e-108,6.140881847548545e-106,TRUE,RSU1,RSU1
ENSG00000080608,214080.07053242114,-1.0114748687256703,0.045458755762199106,4.7816991689693847e-110,7.273788866893636e-108,1.0546993856995772e-105,TRUE,PUM3,PUM3
ENSG00000182600,67323.9039907535,-1.691478022544375,0.0764040468250767,4.918283516449837e-110,7.430313665913292e-108,1.0848257952233404e-105,TRUE,SNORC,SNORC
ENSG00000140332,851784.9446698884,1.1469948520300686,0.03867758939147242,5.724097421743465e-110,8.588871893292218e-108,1.2625641683139562e-105,TRUE,TLE3,TLE3
ENSG00000253348,16558.648188546493,-3.603611177671228,0.16215200464879306,5.78120045586759e-110,8.615941787504826e-108,1.2751593845507143e-105,TRUE,LOC107986473,LOC107986473
ENSG00000235387,9063.121931484378,-2.2343678021476716,0.10069264752946905,1.0831073674679411e-109,1.6033623627006964e-107,2.389009920424038e-105,TRUE,SPAAR,SPAAR
ENSG00000156219,41017.25144659089,-4.782119745965633,0.21556162180455204,1.763957875196846e-109,2.593841256881122e-107,3.8907618853216836e-105,TRUE,ART3,ART3
ENSG00000138131,57753.91329270128,-2.562388489378998,0.11566418405827947,2.0254656727567671e-109,2.939199624226685e-107,4.4675696343996016e-105,TRUE,LOXL4,LOXL4
ENSG00000188763,10162.637789555743,-3.4708198722166794,0.1567152728058675,2.0254719267464122e-109,2.939199624226685e-107,4.467583428824561e-105,TRUE,FZD9,FZD9
ENSG00000064225,47168.60214046982,-1.450659674939036,0.06547966931540626,2.4718113272301763e-109,3.5634472186088885e-107,5.4520742444715995e-105,TRUE,ST3GAL6,ST3GAL6
ENSG00000183943,196897.63290173048,-1.5131554572325234,0.06998912367797613,7.043113260996674e-109,1.0087659038818417e-106,1.5534994919780362e-104,TRUE,PRKX,PRKX
ENSG00000120254,123850.30016201486,-1.4065595788019167,0.06782030921487063,7.25586495519376e-109,1.0325329891400566e-106,1.600426133167088e-104,TRUE,MTHFD1L,MTHFD1L
ENSG00000096063,466016.179128645,-1.0072461932816632,0.04551971216812003,7.327385287842165e-109,1.0360265211149655e-106,1.6162013729393464e-104,TRUE,SRPK1,SRPK1
ENSG00000233006,17133.8648647808,1.293903384962185,0.0585700514363784,9.215467344630372e-109,1.2946851160542172e-106,2.032655632205121e-104,TRUE,MIR3936HG,MIR3936HG
ENSG00000163491,89562.47882616725,3.0319126490424027,0.1332047768768366,1.7128304881141442e-108,2.3760944702096654e-106,3.777990207633368e-104,TRUE,NEK10,NEK10
ENSG00000127084,356114.5393722991,2.2013575754576977,0.0913990120075735,1.704412777237723e-108,2.3760944702096654e-106,3.759423262753246e-104,TRUE,FGD3,FGD3
ENSG00000158164,18075.636810084823,-2.7866147123956186,0.12637705521840026,1.776948666549709e-108,2.449634796130433e-106,3.919415673808693e-104,TRUE,TMSB15A,TMSB15A
